utterance,intent,entity_type,entity_value,start_offset,end_offset,category,tags
open a pro account,create_account,account_type,Pro,7,10,ACCOUNT,BL
i want a damn Platinum  account,create_account,account_type,Platinum,14,22,ACCOUNT,BQWZ
i need information about opening a platinum account,create_account,account_type,Platinum,35,43,ACCOUNT,BLQ
i want infolrmation about opening Premium accounts,create_account,account_type,Premium,34,41,ACCOUNT,BLMQZ
find information about creating Platinum accounts,create_account,account_type,Platinum,32,40,ACCOUNT,BM
open Gold acconut for bride,create_account,account_type,Gold,5,9,ACCOUNT,BKLZ
can ya help me open a damn freemium account,create_account,account_type,Freemium,27,35,ACCOUNT,BILQW
new Freemium account for bride,create_account,account_type,Freemium,4,12,ACCOUNT,BKL
can you help me create a Platinum account?,create_account,account_type,Platinum,25,33,ACCOUNT,BI
"I want a freemium account for my fiance, how can I open it?",create_account,account_type,Freemium,9,17,ACCOUNT,BCIL
could ya help me creating an Pro account,create_account,account_type,Pro,29,32,ACCOUNT,BIPQZ
can i open a gold account,create_account,account_type,Gold,13,17,ACCOUNT,BILQ
need to open a pro account for my fiancee,create_account,account_type,Pro,15,18,ACCOUNT,BLQ
could you help me create a standard account for my wife?,create_account,account_type,Standard,27,35,ACCOUNT,BILP
creating new Premium account for wife,create_account,account_type,Premium,13,20,ACCOUNT,BKL
I don't know how I can poen a pro account,create_account,account_type,Pro,30,33,ACCOUNT,BLZ
I need help opening a pro account,create_account,account_type,Pro,22,25,ACCOUNT,BL
create new Pro account for wife,create_account,account_type,Pro,11,14,ACCOUNT,BKL
create freemium account for bride,create_account,account_type,Freemium,7,15,ACCOUNT,BKL
creating Pro account,create_account,account_type,Pro,9,12,ACCOUNT,BK
open a gold account for my fiancee,create_account,account_type,Gold,7,11,ACCOUNT,BL
I'm trying to open an standard account for my daughter,create_account,account_type,Standard,22,30,ACCOUNT,BLQZ
another standard account,create_account,account_type,Standard,8,16,ACCOUNT,BKL
create new Premium account,create_account,account_type,Premium,11,18,ACCOUNT,BKL
creating new premium account,create_account,account_type,Premium,13,20,ACCOUNT,BKL
I have a problem with creating a Platinum account,create_account,account_type,Platinum,33,41,ACCOUNT,BL
i dont hve a Gold account how can i open one,create_account,account_type,Gold,13,17,ACCOUNT,BCILNQZ
I don't know how I can create a Premium account,create_account,account_type,Premium,32,39,ACCOUNT,BL
create gold account,create_account,account_type,Gold,7,11,ACCOUNT,BK
open a Gold acount for my fiancee,create_account,account_type,Gold,7,11,ACCOUNT,BLZ
new gold account for bride,create_account,account_type,Gold,4,8,ACCOUNT,BKL
i dont know how i can create a Freemium account,create_account,account_type,Freemium,31,39,ACCOUNT,BLQ
opening new standard account for wife,create_account,account_type,Standard,12,20,ACCOUNT,BKL
create gold account for bride,create_account,account_type,Gold,7,11,ACCOUNT,BKL
"I am not registered, help me create a free account",create_account,account_type,free,38,42,ACCOUNT,BCEL
creating new freemium account for wife,create_account,account_type,Freemium,13,21,ACCOUNT,BKL
open another Pro account,create_account,account_type,Pro,13,16,ACCOUNT,BKL
another freemium account for fiance,create_account,account_type,Freemium,8,16,ACCOUNT,BKL
create Premium account,create_account,account_type,Premium,7,14,ACCOUNT,BK
opening nw platinum account,create_account,account_type,Platinum,11,19,ACCOUNT,BKLZ
creating nw freemium account for wife,create_account,account_type,Freemium,12,20,ACCOUNT,BKLZ
i want a pro account,create_account,account_type,Pro,9,12,ACCOUNT,BQ
open Gold account for bride,create_account,account_type,Gold,5,9,ACCOUNT,BKL
"I want a Gold account for my fiance, how can I open it?",create_account,account_type,Gold,9,13,ACCOUNT,BCIL
i dont have a damn user account help me to create one,create_account,,,,,ACCOUNT,BCLNQW
problems with opening a Premium account,create_account,account_type,Premium,24,31,ACCOUNT,BLM
i have got to create a platinum account for my wife help me,create_account,account_type,Platinum,23,31,ACCOUNT,BCLQ
create new free account,create_account,account_type,free,11,15,ACCOUNT,BKL
problem with opening a Pro account,create_account,account_type,Pro,23,26,ACCOUNT,BL
open Platinum account for bride,create_account,account_type,Platinum,5,13,ACCOUNT,BKL
I want assistance opening a pro account,create_account,account_type,Pro,28,31,ACCOUNT,BL
creating freemium account,create_account,account_type,Freemium,9,17,ACCOUNT,BK
I want assistance to open a Premiumaccount for my daughter,create_account,account_type,Premium,28,35,ACCOUNT,BLZ
can ya help me created a Platinum account,create_account,account_type,Platinum,25,33,ACCOUNT,BILQZ
i have a question about opening a platinum account,create_account,account_type,Platinum,34,42,ACCOUNT,BLQ
i try to create a Premium account,create_account,account_type,Premium,18,25,ACCOUNT,BQ
open a Platinum account,create_account,account_type,Platinum,7,15,ACCOUNT,BL
"I don't have a bloody gold account , how could I open one?",create_account,account_type,Gold,22,26,ACCOUNT,BCILNPWZ
I need assistance creating a Premium account for my fiancee,create_account,account_type,Premium,29,36,ACCOUNT,BL
I have to create a freemium account,create_account,account_type,Freemium,19,27,ACCOUNT,B
how do I create a pro account for my wife?,create_account,account_type,Pro,18,21,ACCOUNT,BIL
creating new platinum account for wife,create_account,account_type,Platinum,13,21,ACCOUNT,BKL
i have a question about my Platinum account cancellation,delete_account,account_type,Platinum,27,35,ACCOUNT,BLQ
removing Platinum account,delete_account,account_type,Platinum,9,17,ACCOUNT,BKL
delete Premium account,delete_account,account_type,Premium,7,14,ACCOUNT,BKL
how do I cancel my pro account?,delete_account,account_type,Pro,19,22,ACCOUNT,BIL
removing premium account,delete_account,account_type,Premium,9,16,ACCOUNT,BKL
I don't know wat I have to do to delete my standard account,delete_account,account_type,Standard,43,51,ACCOUNT,BLZ
i need help to remove my Gold account,delete_account,account_type,Gold,25,29,ACCOUNT,BLQ
what do I need to do to close my Gold account?,delete_account,account_type,Gold,33,37,ACCOUNT,BIL
i do not want my goddamn user profile i have to delete it,delete_account,,,,,ACCOUNT,BCELQW
i do not need the gold account want assistance cancelling it,delete_account,account_type,Gold,18,22,ACCOUNT,BCELQ
i need information about the termination of my Pro account,delete_account,account_type,Pro,47,50,ACCOUNT,BLQ
i have problems with my Gold account removal,delete_account,account_type,Gold,24,28,ACCOUNT,BLMQ
"I do not make use of the Gold account, how to cancel it?",delete_account,account_type,Gold,25,29,ACCOUNT,BCEIL
wanna cancel the bloody platinum account i need help,delete_account,account_type,Platinum,24,32,ACCOUNT,BCLQW
I don't know what I have to do to close a Gold account,delete_account,account_type,Gold,42,46,ACCOUNT,BL
i have a question about the cancellation of a gold account,delete_account,account_type,Gold,46,50,ACCOUNT,BLQ
I don't know how I could remove a platinum account,delete_account,account_type,Platinum,34,42,ACCOUNT,BLP
i have problems with the cancellation of a Gold  account,delete_account,account_type,Gold,43,47,ACCOUNT,BLMQZ
what do i have to do to delete the Platinum account,delete_account,account_type,Platinum,35,43,ACCOUNT,BILQ
I want to close a standard account,delete_account,account_type,Standard,18,26,ACCOUNT,BL
problems with gold account cancellations,delete_account,account_type,Gold,14,18,ACCOUNT,BLM
how can I get information about a standard account removal?,delete_account,account_type,Standard,34,42,ACCOUNT,BIL
I want help to delete my Pro account,delete_account,account_type,Pro,25,28,ACCOUNT,BL
i dont know what i need to do to close my free account,delete_account,account_type,free,42,46,ACCOUNT,BLQ
I have a question about the deletion of a free account,delete_account,account_type,free,42,46,ACCOUNT,BL
I don't know how I could delete a free account,delete_account,account_type,free,34,38,ACCOUNT,BLP
I do not know what I have to do to cancel the gold account,delete_account,account_type,Gold,46,50,ACCOUNT,BEL
"I have got to remove a bloody Pro account, how do I do it?",delete_account,account_type,Pro,30,33,ACCOUNT,BCILW
problems with standard account terminations,delete_account,account_type,Standard,14,22,ACCOUNT,BLM
delete Gold account,delete_account,account_type,Gold,7,11,ACCOUNT,BKL
find information about the terminatiob of a platinum account,delete_account,account_type,Platinum,44,52,ACCOUNT,BLZ
i dont wnt my Freemium account i have to close it,delete_account,account_type,Freemium,14,22,ACCOUNT,BCLQZ
I do not know what to do to cancel the pro accounmt,delete_account,account_type,Pro,39,42,ACCOUNT,BELZ
i have problems with a freemium account termination,delete_account,account_type,Freemium,23,31,ACCOUNT,BLMQ
what do I have to do to delete the fucking Pro account?,delete_account,account_type,Pro,43,46,ACCOUNT,BILW
delete account,delete_account,,,,,ACCOUNT,BK
i dont know how to cancel my premium account,delete_account,account_type,Premium,29,36,ACCOUNT,BLQ
i want  information about free account terminations,delete_account,account_type,free,26,30,ACCOUNT,BLMQZ
what do I have to do to cancel my freemium account?,delete_account,account_type,Freemium,34,42,ACCOUNT,BIL
could ya help me delete my pro account,delete_account,account_type,Pro,27,30,ACCOUNT,BILPQ
i have a question about standard account terminations,delete_account,account_type,Standard,24,32,ACCOUNT,BLMQ
I do not know what I need to do to delete m premium account,delete_account,account_type,Premium,44,51,ACCOUNT,BELZ
I don't know what I have to do to cancel a Premium account,delete_account,account_type,Premium,43,50,ACCOUNT,BL
close Platinum account,delete_account,account_type,Platinum,6,14,ACCOUNT,BKL
closing standard account,delete_account,account_type,Standard,8,16,ACCOUNT,BKL
I do not know what I need to do to close my standard account,delete_account,account_type,Standard,44,52,ACCOUNT,BEL
have probles with the cancellation of my Platinum account,delete_account,account_type,Platinum,41,49,ACCOUNT,BLMQZ
I don't know what I have to do to cancel a gold account,delete_account,account_type,Gold,43,47,ACCOUNT,BL
i no longer use ym pro account want help deleting it,delete_account,account_type,Pro,19,22,ACCOUNT,BCELQZ
delete Freemium account,delete_account,account_type,Freemium,7,15,ACCOUNT,BKL
deleting user,delete_account,,,,,ACCOUNT,BK
remove platinum account,delete_account,account_type,Platinum,7,15,ACCOUNT,BKL
I need assistance to delete my pro account,delete_account,account_type,Pro,31,34,ACCOUNT,BL
can you help me to close the Freemium account?,delete_account,account_type,Freemium,29,37,ACCOUNT,BIL
problem with premium account removals,delete_account,account_type,Premium,13,20,ACCOUNT,BLM
problem wit standard account removals,delete_account,account_type,Standard,12,20,ACCOUNT,BLMZ
closing Gold account,delete_account,account_type,Gold,8,12,ACCOUNT,BKL
I do not know what I need to do to cancel my free account,delete_account,account_type,free,45,49,ACCOUNT,BEL
question  about a premium account termination,delete_account,account_type,Premium,18,25,ACCOUNT,BLZ
closing premium account,delete_account,account_type,Premium,8,15,ACCOUNT,BKL
deleting standard account,delete_account,account_type,Standard,9,17,ACCOUNT,BKL
cancelling Premium account,delete_account,account_type,Premium,11,18,ACCOUNT,BKL
have a problem with the deletion of my free account,delete_account,account_type,free,39,43,ACCOUNT,BLQ
canceling Premium cacount,delete_account,account_type,Premium,10,17,ACCOUNT,BKLZ
remove freemium account,delete_account,account_type,Freemium,7,15,ACCOUNT,BKL
question about the cancellation of a premium account,delete_account,account_type,Premium,37,44,ACCOUNT,BL
can you help me to remove the free account?,delete_account,account_type,free,30,34,ACCOUNT,BIL
closing free account,delete_account,account_type,free,8,12,ACCOUNT,BKL
I need assistance canceling a Gold account,delete_account,account_type,Gold,30,34,ACCOUNT,BL
I do not know what to do to delete a free account,delete_account,account_type,free,37,41,ACCOUNT,BEL
problems with pro account cancellations,delete_account,account_type,Pro,14,17,ACCOUNT,BLM
I do not know how to delete the bloody free account,delete_account,account_type,free,39,43,ACCOUNT,BELW
can you hep me closing a Freemium account?,delete_account,account_type,Freemium,25,33,ACCOUNT,BILZ
I do not know what I need to do to remove a Platinum account,delete_account,account_type,Platinum,44,52,ACCOUNT,BEL
I don't know what I need to do to close the Freemium account,delete_account,account_type,Freemium,44,52,ACCOUNT,BL
i dont know how i could close a free accoynt,delete_account,account_type,free,32,36,ACCOUNT,BLPQZ
cancelling Pro account,delete_account,account_type,Pro,11,14,ACCOUNT,BKL
want  assistance to cancel a freemium account,delete_account,account_type,Freemium,29,37,ACCOUNT,BLQZ
have problems with the removal of my free account,delete_account,account_type,free,37,41,ACCOUNT,BLMQ
problems with free account removals,delete_account,account_type,free,14,18,ACCOUNT,BLM
canceling Platinum account,delete_account,account_type,Platinum,10,18,ACCOUNT,BKL
I want information about the removal of my standard account,delete_account,account_type,Standard,43,51,ACCOUNT,BL
problems  with the termination of a Gold account,delete_account,account_type,Gold,36,40,ACCOUNT,BLMZ
i dont use my platinum account need assistance cancelling it,delete_account,account_type,Platinum,14,22,ACCOUNT,BCLQ
canceling Freemium account,delete_account,account_type,Freemium,10,18,ACCOUNT,BKL
I don't know what to do to cancel my Pro account,delete_account,account_type,Pro,37,40,ACCOUNT,BL
I need assistance deleting my platinum account,delete_account,account_type,Platinum,30,38,ACCOUNT,BL
delete standard account,delete_account,account_type,Standard,7,15,ACCOUNT,BKL
deleting pro account,delete_account,account_type,Pro,9,12,ACCOUNT,BKL
i do not know what to do to remove my free account,delete_account,account_type,free,38,42,ACCOUNT,BELQ
cancelling free account,delete_account,account_type,free,11,15,ACCOUNT,BKL
removing freemium account,delete_account,account_type,Freemium,9,17,ACCOUNT,BKL
I have problems with the termination of my freemium account,delete_account,account_type,Freemium,43,51,ACCOUNT,BLM
"I don't make use of the bloody user, I need  to cancel it",delete_account,,,,,ACCOUNT,BCLWZ
what do i have to do to close the free account,delete_account,account_type,free,34,38,ACCOUNT,BILQ
deleting freemium account,delete_account,account_type,Freemium,9,17,ACCOUNT,BKL
what do i have to do to closd the premium account,delete_account,account_type,Premium,34,41,ACCOUNT,BILQZ
assistance clsoing a pro account,delete_account,account_type,Pro,21,24,ACCOUNT,BLZ
i no longer need the Platinum account i try to close it,delete_account,account_type,Platinum,21,29,ACCOUNT,BCELQ
i have a question about the terination of a freemium account,delete_account,account_type,Freemium,44,52,ACCOUNT,BLQZ
remove Gold account,delete_account,account_type,Gold,7,11,ACCOUNT,BKL
problem with pro acocunt cancellations,delete_account,account_type,Pro,13,16,ACCOUNT,BLMZ
questionabout Premium account removals,delete_account,account_type,Premium,14,21,ACCOUNT,BLMZ
I don't know what I have to do to delete the premium account,delete_account,account_type,Premium,45,52,ACCOUNT,BL
I do not know how tto delete the Pro account,delete_account,account_type,Pro,33,36,ACCOUNT,BELZ
problems with platinum account terminations,delete_account,account_type,Platinum,14,22,ACCOUNT,BLM
problems with Freemium account removals,delete_account,account_type,Freemium,14,22,ACCOUNT,BLM
how can i get information about a Platinum account removal,delete_account,account_type,Platinum,34,42,ACCOUNT,BILQ
i od not know what to do to cancel the Premium account,delete_account,account_type,Premium,39,46,ACCOUNT,BELQZ
I have problems with the termination of a platinum account,delete_account,account_type,Platinum,42,50,ACCOUNT,BLM
I need assistance closing my Gold account,delete_account,account_type,Gold,29,33,ACCOUNT,BL
closing platinum account,delete_account,account_type,Platinum,8,16,ACCOUNT,BKL
I do not know what I have to do to edlete the free account,delete_account,account_type,free,46,50,ACCOUNT,BELZ
i dont use my free account i need help closing it,delete_account,account_type,free,14,18,ACCOUNT,BCLQ
what do i need to do to close my premium account,delete_account,account_type,Premium,33,40,ACCOUNT,BILQ
deleting account,delete_account,,,,,ACCOUNT,BK
"I do not want a user, how could I delete it?",delete_account,,,,,ACCOUNT,BCEIP
I have a question about the removal of my freemium account,delete_account,account_type,Freemium,42,50,ACCOUNT,BL
what do I have to do to delete a platinum account?,delete_account,account_type,Platinum,33,41,ACCOUNT,BIL
I want assistance closing my goddamn platinum cacount,delete_account,account_type,Platinum,37,45,ACCOUNT,BLWZ
i wanr help to remove my Freemium account,delete_account,account_type,Freemium,25,33,ACCOUNT,BLQZ
could you help me to close the damn free account?,delete_account,account_type,free,36,40,ACCOUNT,BILPW
i dont know what to do to close my fucking Premium account,delete_account,account_type,Premium,43,50,ACCOUNT,BLQW
could you help me to cancel a fucking standard account?,delete_account,account_type,Standard,38,46,ACCOUNT,BILPW
find information about the removal of my standard account,delete_account,account_type,Standard,41,49,ACCOUNT,BL
where can i get information about Freemium account deletions,delete_account,account_type,Freemium,34,42,ACCOUNT,BILMQ
i dont know how to cancel the Pro account,delete_account,account_type,Pro,30,33,ACCOUNT,BLQ
"I never use the Freemium account, help me delete it",delete_account,account_type,Freemium,16,24,ACCOUNT,BCEL
i have got to close my bloody free account i need help,delete_account,account_type,free,30,34,ACCOUNT,BCLQW
cancelling freemium account,delete_account,account_type,Freemium,11,19,ACCOUNT,BKL
closing gold account,delete_account,account_type,Gold,8,12,ACCOUNT,BKL
delete user,delete_account,,,,,ACCOUNT,BK
cancelling Freemium account,delete_account,account_type,Freemium,11,19,ACCOUNT,BKL
i never make use of the free account  how can i delete it,delete_account,account_type,free,24,28,ACCOUNT,BCEILQZ
deleting Freemium account,delete_account,account_type,Freemium,9,17,ACCOUNT,BKL
close gold account,delete_account,account_type,Gold,6,10,ACCOUNT,BKL
deleting gold account,delete_account,account_type,Gold,9,13,ACCOUNT,BKL
problems with the termination of a Premium account,delete_account,account_type,Premium,35,42,ACCOUNT,BLM
I need infomation about the removal of my Pro account,delete_account,account_type,Pro,42,45,ACCOUNT,BLZ
remove Premium account,delete_account,account_type,Premium,7,14,ACCOUNT,BKL
i have a problem with the terminatoin of a Gold account,delete_account,account_type,Gold,43,47,ACCOUNT,BLQZ
close standard account,delete_account,account_type,Standard,6,14,ACCOUNT,BKL
where can I get information about premium account deletions?,delete_account,account_type,Premium,34,41,ACCOUNT,BILM
i do not know what to do to close my Platinum account,delete_account,account_type,Platinum,37,45,ACCOUNT,BELQ
can you help me closing the free account?,delete_account,account_type,free,28,32,ACCOUNT,BIL
how can i find  information about Gold account cancellations,delete_account,account_type,Gold,34,38,ACCOUNT,BILMQZ
i dont use my Freemium account i want help clsoing it,delete_account,account_type,Freemium,14,22,ACCOUNT,BCLQZ
I don't know what I have to do to cancel a freemium account,delete_account,account_type,Freemium,43,51,ACCOUNT,BL
close platinum account,delete_account,account_type,Platinum,6,14,ACCOUNT,BKL
what do I have to do to deleet a premium account?,delete_account,account_type,Premium,33,40,ACCOUNT,BILZ
how do I cancel a standard account?,delete_account,account_type,Standard,18,26,ACCOUNT,BIL
acncel pro account,delete_account,account_type,Pro,7,10,ACCOUNT,BKLZ
cancelling pro account,delete_account,account_type,Pro,11,14,ACCOUNT,BKL
i have problems with the cancellation of my Premium account,delete_account,account_type,Premium,44,51,ACCOUNT,BLMQ
"I no longer need my standard account, help me delete it",delete_account,account_type,Standard,20,28,ACCOUNT,BCEL
i want information about the cancellation of my free account,delete_account,account_type,free,48,52,ACCOUNT,BLQ
how can i get information about platinum account removals,delete_account,account_type,Platinum,32,40,ACCOUNT,BILMQ
I don't know how I can close my pro account,delete_account,account_type,Pro,32,35,ACCOUNT,BL
i dont know what to do to remove my freemium account,delete_account,account_type,Freemium,36,44,ACCOUNT,BLQ
I have a question about the cancellation of my free account,delete_account,account_type,free,47,51,ACCOUNT,BL
have problems with the deletion of my Premium account,delete_account,account_type,Premium,38,45,ACCOUNT,BLMQ
i dont know how i can close a premium account,delete_account,account_type,Premium,30,37,ACCOUNT,BLQ
I don't know what I have to do to remove the free azccount,delete_account,account_type,free,45,49,ACCOUNT,BLZ
i have problems with the deletion of a freemium account,delete_account,account_type,Freemium,39,47,ACCOUNT,BLMQ
I need infomration about the termination of a Gold account,delete_account,account_type,Gold,46,50,ACCOUNT,BLZ
i want information about the cancellation of a gold account,delete_account,account_type,Gold,47,51,ACCOUNT,BLQ
problems with a standard account removal,delete_account,account_type,Standard,16,24,ACCOUNT,BLM
information about the cancellation of a free account,delete_account,account_type,free,40,44,ACCOUNT,BL
i have a problem with Platinum account removals,delete_account,account_type,Platinum,22,30,ACCOUNT,BLMQ
problem with Freemium account deletions,delete_account,account_type,Freemium,13,21,ACCOUNT,BLM
I don't know what I need to do to cancel a platinum account,delete_account,account_type,Platinum,43,51,ACCOUNT,BL
find information about the removal fo my standard account,delete_account,account_type,Standard,41,49,ACCOUNT,BLZ
closing freemium account,delete_account,account_type,Freemium,8,16,ACCOUNT,BKL
problems with the termination of my Freemium account,delete_account,account_type,Freemium,36,44,ACCOUNT,BLM
i do not know how to remove the freemium account,delete_account,account_type,Freemium,32,40,ACCOUNT,BELQ
question about the cancellation of a Platinum account,delete_account,account_type,Platinum,37,45,ACCOUNT,BL
canceling premium account,delete_account,account_type,Premium,10,17,ACCOUNT,BKL
close Pro account,delete_account,account_type,Pro,6,9,ACCOUNT,BKL
I ned assistance to cancel my Platinum account,delete_account,account_type,Platinum,30,38,ACCOUNT,BLZ
I want information about the cancellation of my free account,delete_account,account_type,free,48,52,ACCOUNT,BL
I'm looking for information about my pro acount deletion,delete_account,account_type,Pro,37,40,ACCOUNT,BELQZ
cancelling Platinum account,delete_account,account_type,Platinum,11,19,ACCOUNT,BKL
I don't know what I need to do to delete a free account,delete_account,account_type,free,43,47,ACCOUNT,BL
problem with Gold account cancellations,delete_account,account_type,Gold,13,17,ACCOUNT,BLM
information about the removal of my Pro account,delete_account,account_type,Pro,36,39,ACCOUNT,BL
I need assistance to close the platinum account,delete_account,account_type,Platinum,31,39,ACCOUNT,BL
problem with standard account cancellations,delete_account,account_type,Standard,13,21,ACCOUNT,BLM
ido not know what to do to remove a platinum account,delete_account,account_type,Platinum,36,44,ACCOUNT,BELQZ
"I no longer want my Premium account, how to reove it?",delete_account,account_type,Premium,20,27,ACCOUNT,BCEILZ
delete Platinum  account,delete_account,account_type,Platinum,7,15,ACCOUNT,BKLZ
would it be possible to remove my Gold account?,delete_account,account_type,Gold,34,38,ACCOUNT,BILP
deleting free account,delete_account,account_type,free,9,13,ACCOUNT,BKL
"I do not use myFreemium account, want assistance closing it",delete_account,account_type,Freemium,15,23,ACCOUNT,BCELQZ
I do not know what to do to delete the freemium accouunt,delete_account,account_type,Freemium,39,47,ACCOUNT,BELZ
i dont know what i have to do to close a platinum account,delete_account,account_type,Platinum,41,49,ACCOUNT,BLQ
I have got to cancel the bloody premium account,delete_account,account_type,Premium,32,39,ACCOUNT,BLW
i need information about the removal of a Premium account,delete_account,account_type,Premium,42,49,ACCOUNT,BLQ
I want assistance to close a Pro account,delete_account,account_type,Pro,29,32,ACCOUNT,BL
canceling Gold account,delete_account,account_type,Gold,10,14,ACCOUNT,BKL
closingt freemium account,delete_account,account_type,Freemium,9,17,ACCOUNT,BKLZ
delete freemium account,delete_account,account_type,Freemium,7,15,ACCOUNT,BKL
I do not know what I have to do to remove the free account,delete_account,account_type,free,46,50,ACCOUNT,BEL
"I no longer use my gold account, how can I close it?",delete_account,account_type,Gold,19,23,ACCOUNT,BCEIL
I do not know how I could remove the Freemium account,delete_account,account_type,Freemium,37,45,ACCOUNT,BELP
have a question about the deletion of a pro account,delete_account,account_type,Pro,40,43,ACCOUNT,BLQ
I want assistance to cancel a gold account,delete_account,account_type,Gold,30,34,ACCOUNT,BL
have a question about the cancellation of my free account,delete_account,account_type,free,45,49,ACCOUNT,BLQ
I want information about the removal of m gold account,delete_account,account_type,Gold,42,46,ACCOUNT,BLZ
i dont know what i have to do to close a Platinum account,delete_account,account_type,Platinum,41,49,ACCOUNT,BLQ
close Freemium account,delete_account,account_type,Freemium,6,14,ACCOUNT,BKL
what do i have to ddo to cancel a Gold account,delete_account,account_type,Gold,34,38,ACCOUNT,BILQZ
i do not want the freemium account i need help to cancel it,delete_account,account_type,Freemium,18,26,ACCOUNT,BCELQ
i do not know what i need to do to delete the pro account,delete_account,account_type,Pro,46,49,ACCOUNT,BELQ
I want assistance to cancel the free account,delete_account,account_type,free,32,36,ACCOUNT,BL
i need assistance closing my Freemium account,delete_account,account_type,Freemium,29,37,ACCOUNT,BLQ
need assistance closing my fucking freemium account,delete_account,account_type,Freemium,35,43,ACCOUNT,BLQW
i have problems with a standard acount deletion,delete_account,account_type,Standard,23,31,ACCOUNT,BLMQZ
how to close  a Freemium account,delete_account,account_type,Freemium,16,24,ACCOUNT,BILQZ
how do i delete my free account,delete_account,account_type,free,19,23,ACCOUNT,BILQ
close Premium account,delete_account,account_type,Premium,6,13,ACCOUNT,BKL
wherer can i get information about a premium account removal,delete_account,account_type,Premium,37,44,ACCOUNT,BILQZ
problems with the deletion of a platinum account,delete_account,account_type,Platinum,32,40,ACCOUNT,BLM
I need information about platinum account deletions,delete_account,account_type,Platinum,25,33,ACCOUNT,BLM
I want information about the cancellation of a Pro account,delete_account,account_type,Pro,47,50,ACCOUNT,BL
i do not need my premium account can i close it,delete_account,account_type,Premium,17,24,ACCOUNT,BCEILQ
how can I cancel the standard account?,delete_account,account_type,Standard,21,29,ACCOUNT,BIL
give me information about the deletion of my premium account,delete_account,account_type,Premium,45,52,ACCOUNT,BL
help me to reomve the Premium account,delete_account,account_type,Premium,22,29,ACCOUNT,BLZ
closing Pro account,delete_account,account_type,Pro,8,11,ACCOUNT,BKL
i have a problem with the cancellation of a Pro account,delete_account,account_type,Pro,44,47,ACCOUNT,BLQ
what do I have to do to cancel my standard account?,delete_account,account_type,Standard,34,42,ACCOUNT,BIL
close freemiumaccount,delete_account,account_type,Freemium,6,14,ACCOUNT,BKLZ
can ya give me information abbout standard account removals,delete_account,account_type,Standard,34,42,ACCOUNT,BILMQZ
i no longer use my Gold account assistanmce closing it,delete_account,account_type,Gold,19,23,ACCOUNT,BCELQZ
"I want to cancel a platinum account, could you help me?",delete_account,account_type,Platinum,19,27,ACCOUNT,BCILP
I do not know what I have to do to close the pro account,delete_account,account_type,Pro,45,48,ACCOUNT,BEL
cancelling gold account,delete_account,account_type,Gold,11,15,ACCOUNT,BKL
cancel standard account,delete_account,account_type,Standard,7,15,ACCOUNT,BKL
deleting platinum account,delete_account,account_type,Platinum,9,17,ACCOUNT,BKL
what options for shipment are there?,delivery_options,,,,,DELIVERY,BILM
is it possible to place a order from Hungary?,delivery_options,delivery_country,Hungary,37,44,DELIVERY,BIZ
question about the shipping options,delivery_options,,,,,DELIVERY,BL
is it possible to order from Mexico?,delivery_options,delivery_country,Mexico,29,35,DELIVERY,BI
I want assistance seeing what delivery methods you offer,delivery_options,,,,,DELIVERY,BLM
do uudeliver to Toronto,delivery_options,delivery_city,Toronto,16,23,DELIVERY,BIQZ
how to see what damn shipment options I can choose?,delivery_options,,,,,DELIVERY,BILMW
do you shpi to Seattle?,delivery_options,delivery_city,Seattle,15,22,DELIVERY,BILZ
shippinh to Valencia,delivery_options,delivery_city,Valencia,12,20,DELIVERY,BLZ
is it possible to order from Toronto,delivery_options,delivery_city,Toronto,29,36,DELIVERY,BIQ
can I see what shipping options are available?,delivery_options,,,,,DELIVERY,BILM
I would like to see what shipping options are there,delivery_options,,,,,DELIVERY,BLMP
"I have got to check the delivery methods, I need help",delivery_options,,,,,DELIVERY,BCL
shipments to Japan,delivery_options,delivery_country,Japan,13,18,DELIVERY,BL
deliveies to Seattle,delivery_options,delivery_city,Seattle,13,20,DELIVERY,BZ
"I have to check the shipping options, how do I do it?",delivery_options,,,,,DELIVERY,BCIL
shipments to Philadelphia,delivery_options,delivery_city,Philadelphia,13,25,DELIVERY,BL
do ya ship to Canada,delivery_options,delivery_country,Canada,14,20,DELIVERY,BILQ
do you shpi to Munich?,delivery_options,delivery_city,Munich,15,21,DELIVERY,BILZ
what are the methods for shipment?,delivery_options,,,,,DELIVERY,BIL
do you deliver to Valencia?,delivery_options,delivery_city,Valencia,18,26,DELIVERY,BI
doyou deliver to Hungary?,delivery_options,delivery_country,Hungary,17,24,DELIVERY,BIZ
doyou deliver to USA?,delivery_options,delivery_country,USA,17,20,DELIVERY,BIZ
do ya ship to Munich,delivery_options,delivery_city,Munich,14,20,DELIVERY,BILQ
is it possible t order from Mexico,delivery_options,delivery_country,Mexico,28,34,DELIVERY,BIQZ
"I have to see the shipment options, I need assistance",delivery_options,,,,,DELIVERY,BCL
shipping to Toronto,delivery_options,delivery_city,Toronto,12,19,DELIVERY,BL
I have got to check the options for shipment,delivery_options,,,,,DELIVERY,BL
is it possible ot order from Toronto?,delivery_options,delivery_city,Toronto,29,36,DELIVERY,BIZ
shipments to Finland,delivery_options,delivery_country,Finland,13,20,DELIVERY,BL
shipping to Canada,delivery_options,delivery_country,Canada,12,18,DELIVERY,BL
help me to check what shipment options are there,delivery_options,,,,,DELIVERY,BLM
